image_id,ImageName,Class,X1,Y1,X2,Y2
97,20200715162640297_Lepton_295.jpg,0,50,72,79,112
98,20191104142928921_Lepton_050.jpg,1,50,22,87,73
99,20200715140032620_Lepton_395.jpg,1,72,52,114,105
99,20200715140032620_Lepton_395.jpg,0,56,68,81,102
101,20200715160643803_Lepton_010.jpg,0,146,73,160,113
102,20191104111923543_Lepton_170.jpg,0,69,30,99,78
103,20191107105602313_Lepton_310.jpg,0,125,82,155,116
104,20200715140032620_Lepton_215.jpg,1,77,42,121,108
104,20200715140032620_Lepton_215.jpg,0,54,70,79,102
105,20191028161904398_Lepton_340.jpg,0,55,45,77,92
106,20191106182526531_Lepton_340.jpg,1,86,0,153,117
107,20191111113521847_Lepton_350.jpg,1,3,26,63,117
108,20191106182722700_Lepton_060.jpg,1,96,24,138,106
109,20191104142011842_Lepton_200.jpg,0,105,72,141,104
110,20200715140041127_Lepton_150.jpg,1,103,26,144,91
110,20200715140041127_Lepton_150.jpg,0,123,71,155,97
111,20191104104624471_Lepton_130.jpg,1,73,26,124,100
111,20191104104624471_Lepton_130.jpg,0,47,24,73,96
112,20200715111015315_Lepton_150.jpg,0,57,57,77,84
113,20191107112330614_Lepton_040.jpg,1,3,2,78,120
114,20191104151121470_Lepton_310.jpg,0,16,54,42,109
115,20200715104819643_Lepton_520.jpg,1,90,25,125,92
116,20191104104613729_Lepton_120.jpg,1,60,21,107,97
116,20191104104613729_Lepton_120.jpg,0,6,53,61,120
117,20191104142509600_Lepton_010.jpg,0,23,38,64,64
118,20191104112330706_Lepton_230.jpg,1,70,25,127,110
118,20191104112330706_Lepton_230.jpg,0,47,16,81,108
119,20191111113719287_Lepton_130.jpg,1,123,47,160,111
120,20200715135351168_Lepton_035.jpg,0,93,46,118,80
120,20200715135351168_Lepton_035.jpg,1,74,50,127,120
121,20191107112843166_Lepton_090.jpg,1,106,40,146,111
122,20191111132700400_Lepton_310.jpg,1,88,72,137,120
123,20191104154245762_Lepton_020.jpg,1,84,62,101,120
124,20191106163325370_Lepton_130.jpg,1,9,7,55,114
125,20200715110819186_Lepton_095.jpg,0,49,61,68,85
126,20191106104948366_Lepton_270.jpg,0,36,58,66,86
127,20200715110709981_Lepton_000.jpg,0,64,63,90,96
128,20200715141251988_Lepton_500.jpg,0,41,87,79,120
129,20191104153233411_Lepton_130.jpg,1,79,34,128,96
130,20191111113704173_Lepton_100.jpg,1,121,77,139,116
131,20191104144730638_Lepton_140.jpg,1,22,10,69,116
132,20191104105139538_Lepton_030.jpg,0,77,17,100,47
133,20191106162146951_Lepton_070.jpg,1,79,12,127,71
134,20200715141244834_Lepton_400.jpg,0,130,66,155,94
135,20191104142930304_Lepton_140.jpg,1,44,25,101,100
135,20191104142930304_Lepton_140.jpg,0,10,45,64,105
136,20191106105308264_Lepton_020.jpg,0,53,73,118,101
137,20191028160556953_Lepton_180.jpg,1,31,55,78,118
138,20200715141234942_Lepton_395.jpg,0,66,74,97,104
139,20191106161510759_Lepton_040.jpg,1,42,29,74,87
140,20191106182714996_Lepton_150.jpg,1,129,36,159,119
141,20191107112325387_Lepton_040.jpg,1,10,14,52,119
142,20191028131017550_Lepton_450.jpg,0,30,20,50,64
142,20191028131017550_Lepton_450.jpg,1,12,15,61,78
143,20200715105727759_Lepton_025.jpg,1,66,51,121,110
143,20200715105727759_Lepton_025.jpg,0,74,71,101,94
144,20191106175527549_Lepton_290.jpg,0,40,45,61,79
145,20191111142416934_Lepton_000.jpg,1,101,34,136,109
146,20200715135025251_Lepton_635.jpg,1,142,21,160,97
147,20191104142924333_Lepton_230.jpg,0,16,48,51,91
147,20191104142924333_Lepton_230.jpg,1,26,26,71,88
148,20200715155752953_Lepton_295.jpg,1,80,5,120,70
148,20200715155752953_Lepton_295.jpg,0,89,23,104,62
149,20191111130843265_Lepton_330.jpg,0,81,72,110,93
150,20191028134440421_Lepton_690.jpg,0,2,62,49,114
151,20191111111456789_Lepton_250.jpg,0,14,48,30,86
152,20191104150951618_Lepton_060.jpg,0,70,57,97,84
154,20191104150948781_Lepton_240.jpg,0,62,41,88,70
155,20200715140041127_Lepton_220.jpg,1,103,26,144,91
155,20200715140041127_Lepton_220.jpg,0,121,71,143,105
156,20191106110049737_Lepton_210.jpg,0,52,48,80,86
156,20191106110049737_Lepton_210.jpg,1,2,30,50,88
157,20191028161731021_Lepton_300.jpg,0,36,60,62,79
158,20191028131353681_Lepton_110.jpg,1,96,24,141,93
158,20191028131353681_Lepton_110.jpg,0,111,26,139,73
159,20191028162553879_Lepton_010.jpg,1,61,23,105,80
160,20200715160140709_Lepton_055.jpg,0,28,62,48,90
161,20191104141808944_Lepton_330.jpg,1,72,47,128,98
161,20191104141808944_Lepton_330.jpg,0,107,68,150,111
162,20200715141026491_Lepton_510.jpg,0,78,48,98,96
163,20191104142930304_Lepton_360.jpg,1,43,21,97,103
163,20191104142930304_Lepton_360.jpg,0,1,75,55,106
164,20200715155607860_Lepton_575.jpg,1,54,82,86,120
164,20200715155607860_Lepton_575.jpg,0,79,88,109,120
165,20191111111500056_Lepton_030.jpg,0,68,16,84,56
166,20200715105116308_Lepton_460.jpg,1,73,4,106,87
167,20191111112056487_Lepton_020.jpg,1,53,67,105,120
168,20191106160214819_Lepton_310.jpg,0,57,71,88,119
169,20200715155325521_Lepton_510.jpg,1,27,2,81,120
170,20191104115221188_Lepton_190.jpg,1,66,43,98,120
171,20191112122641392_Lepton_030.jpg,1,41,65,63,120
172,20191111135136763_Lepton_190.jpg,0,49,44,81,80
173,20191112111305860_Lepton_300.jpg,1,40,43,108,105
173,20191112111305860_Lepton_300.jpg,0,94,69,125,111
174,20200715105116308_Lepton_355.jpg,1,70,7,105,96
175,20191028135241241_Lepton_1154.jpg,0,113,72,154,109
175,20191028135241241_Lepton_1154.jpg,1,89,58,160,119
176,20200715161307537_Lepton_420.jpg,0,102,115,117,120
177,20191106162151743_Lepton_220.jpg,1,91,25,160,97
178,20191106161701318_Lepton_440.jpg,0,57,71,85,106
179,20191028162239048_Lepton_430.jpg,0,59,18,85,64
180,20200715111300906_Lepton_325.jpg,0,39,71,63,105
181,20200715105101334_Lepton_065.jpg,1,33,2,69,105
182,20191106110055060_Lepton_490.jpg,1,12,1,71,120
182,20191106110055060_Lepton_490.jpg,0,73,46,98,84
183,20191106110217116_Lepton_240.jpg,0,61,54,107,83
184,20191107112412298_Lepton_390.jpg,1,38,12,85,120
185,20191112112523799_Lepton_470.jpg,0,63,61,109,117
186,20200715155935115_Lepton_225.jpg,1,105,32,143,86
186,20200715155935115_Lepton_225.jpg,0,88,50,112,77
187,20191106180700473_Lepton_340.jpg,0,107,51,136,88
187,20191106180700473_Lepton_340.jpg,1,27,52,82,114
189,20191104104618520_Lepton_170.jpg,1,45,18,102,71
189,20191104104618520_Lepton_170.jpg,0,31,23,60,79
190,20191028134444720_Lepton_360.jpg,0,36,68,72,113
191,20200715140615707_Lepton_305.jpg,0,30,63,51,90
192,20200715140032620_Lepton_425.jpg,1,76,45,118,107
192,20200715140032620_Lepton_425.jpg,0,54,76,84,107
193,20191104104624471_Lepton_000.jpg,1,74,29,126,98
194,20191028134445677_Lepton_250.jpg,0,121,68,147,97
195,20191104115322025_Lepton_160.jpg,1,76,3,108,99
196,20200715140600690_Lepton_245.jpg,0,24,66,46,90
197,20191112110944561_Lepton_350.jpg,0,82,40,101,61
197,20191112110944561_Lepton_350.jpg,1,41,15,102,80
198,20191104115317236_Lepton_270.jpg,1,64,2,109,120
199,20191111111603540_Lepton_000.jpg,0,77,65,99,96
200,20191106174426131_Lepton_070.jpg,0,76,20,102,71
201,20191111142303811_Lepton_010.jpg,1,0,4,38,115
202,20191028140628703_Lepton_1009.jpg,1,4,37,49,111
202,20191028140628703_Lepton_1009.jpg,0,89,93,123,120
203,20191106182527063_Lepton_370.jpg,1,99,15,125,109
204,20200715140415466_Lepton_445.jpg,0,35,69,64,114
205,20191104112328060_Lepton_520.jpg,0,34,71,67,101
206,20200715161432615_Lepton_185.jpg,0,70,49,91,75
207,20191028131018703_Lepton_140.jpg,0,82,26,114,85
207,20191028131018703_Lepton_140.jpg,1,48,13,132,95
208,20191106181305535_Lepton_270.jpg,1,53,13,93,76
209,20200715111254894_Lepton_100.jpg,0,54,69,76,102
210,20191104115442834_Lepton_250.jpg,1,96,69,117,111
211,20191028131005597_Lepton_190.jpg,0,77,13,102,66
211,20191028131005597_Lepton_190.jpg,0,77,13,102,66
211,20191028131005597_Lepton_190.jpg,1,73,6,111,89
212,20200715162623417_Lepton_195.jpg,0,66,65,88,89
213,20191104150759711_Lepton_320.jpg,0,22,29,52,95
214,20191106161948844_Lepton_420.jpg,1,45,33,91,85
214,20191106161948844_Lepton_420.jpg,0,67,39,89,80
215,20191104144634561_Lepton_160.jpg,1,60,21,92,119
216,20191111131322630_Lepton_290.jpg,0,29,55,49,88
216,20191111131322630_Lepton_290.jpg,1,67,13,110,96
217,20191106163326675_Lepton_260.jpg,1,72,8,109,108
218,20200715135351168_Lepton_360.jpg,1,73,57,116,120
218,20200715135351168_Lepton_360.jpg,0,51,76,80,112
219,20200715140041127_Lepton_170.jpg,1,103,26,144,91
219,20200715140041127_Lepton_170.jpg,0,121,75,156,99
220,20191111113528584_Lepton_020.jpg,1,57,16,93,119
221,20200715155153354_Lepton_355.jpg,1,83,2,120,81
222,20200715160140709_Lepton_135.jpg,0,26,45,45,90
223,20191106105732772_Lepton_010.jpg,0,67,48,89,80
224,20200715140422192_Lepton_350.jpg,0,48,43,67,83
225,20200715110653879_Lepton_005.jpg,0,60,62,90,89
226,20200715104834254_Lepton_545.jpg,1,72,29,144,108
227,20191104115216096_Lepton_310.jpg,1,0,9,26,120
228,20191111111714494_Lepton_190.jpg,0,5,78,44,90
229,20191104150750636_Lepton_170.jpg,0,96,21,134,54
230,20200715155626264_Lepton_048.jpg,1,53,60,104,119
230,20200715155626264_Lepton_048.jpg,0,104,51,130,86
231,20191104150342280_Lepton_550.jpg,0,23,62,49,96
231,20191104150342280_Lepton_550.jpg,1,41,49,75,91
232,20200715134846276_Lepton_260.jpg,1,88,21,130,92
233,20191028135246200_Lepton_686.jpg,0,33,76,78,119
234,20191111112243276_Lepton_090.jpg,1,20,16,64,64
235,20200715155803890_Lepton_010.jpg,1,95,42,153,107
235,20200715155803890_Lepton_010.jpg,0,123,48,140,78
236,20191107112318320_Lepton_300.jpg,1,82,45,104,94
237,20191028164154532_Lepton_030.jpg,1,40,10,84,118
238,20191112112523799_Lepton_180.jpg,0,85,61,125,103
239,20191107112325387_Lepton_120.jpg,1,0,10,46,119
240,20191028131401555_Lepton_450.jpg,1,26,23,107,110
240,20191028131401555_Lepton_450.jpg,0,59,42,134,113
241,20200715111417263_Lepton_150.jpg,0,98,47,122,92
242,20191028131525503_Lepton_640.jpg,0,51,53,98,90
243,20191104150603569_Lepton_320.jpg,0,27,25,60,103
244,20191104142811494_Lepton_160.jpg,0,40,52,72,89
245,20191106182531609_Lepton_150.jpg,1,0,2,79,116
246,20191107110646392_Lepton_570.jpg,1,57,2,95,59
246,20191107110646392_Lepton_570.jpg,0,73,18,91,55
247,20191107111104884_Lepton_460.jpg,1,79,26,136,93
248,20191028152652588_Lepton_080.jpg,1,43,11,124,119
249,20191106163404151_Lepton_320.jpg,1,59,64,72,117
250,20191111142420082_Lepton_180.jpg,1,146,35,160,85
251,20191028134440421_Lepton_460.jpg,0,6,73,64,120
251,20191028134440421_Lepton_460.jpg,1,1,23,50,120
252,20191104154425375_Lepton_130.jpg,1,33,17,79,120
253,20200715105727759_Lepton_455.jpg,0,76,66,98,100
253,20200715105727759_Lepton_455.jpg,1,45,28,115,112
254,20200715140406977_Lepton_170.jpg,0,58,75,84,103
255,20191112122848000_Lepton_280.jpg,1,78,77,95,111
256,20191111134351544_Lepton_180.jpg,0,43,26,63,68
257,20200715135548664_Lepton_275.jpg,1,88,40,130,109
257,20200715135548664_Lepton_275.jpg,0,55,38,73,72
258,20191112121258769_Lepton_320.jpg,0,22,103,62,119
259,20200715161442468_Lepton_310.jpg,0,71,64,94,91
260,20200715110830977_Lepton_505.jpg,0,18,75,42,113
261,20191028132752316_Lepton_200.jpg,0,14,55,73,99
262,20191028162058588_Lepton_030.jpg,0,54,49,85,89
263,20191111111710182_Lepton_260.jpg,0,68,73,100,120
264,20191106182722700_Lepton_240.jpg,1,96,23,138,106
265,20191106181122891_Lepton_270.jpg,1,43,23,89,102
265,20191106181122891_Lepton_270.jpg,0,59,51,88,105
266,20191106105306853_Lepton_270.jpg,0,14,70,54,113
267,20200715155200057_Lepton_355.jpg,1,81,35,158,108
268,20191104145940892_Lepton_790.jpg,0,54,70,104,103
269,20191104150803396_Lepton_160.jpg,0,64,48,81,71
270,20191111142303811_Lepton_080.jpg,1,22,15,58,120
271,20191106174426487_Lepton_030.jpg,0,66,26,92,89
272,20191104113440546_Lepton_030.jpg,0,55,71,104,102
273,20191104150336828_Lepton_530.jpg,1,42,32,69,83
273,20191104150336828_Lepton_530.jpg,0,24,49,54,82
274,20191106155704442_Lepton_060.jpg,0,70,67,103,96
275,20191106110055060_Lepton_050.jpg,1,29,27,78,87
276,20200715161657318_Lepton_085.jpg,0,86,39,112,87
277,20200715105552256_Lepton_055.jpg,1,69,54,102,105
277,20200715105552256_Lepton_055.jpg,0,57,80,79,113
278,20191028160909427_Lepton_360.jpg,0,53,13,86,51
278,20191028160909427_Lepton_360.jpg,1,78,1,105,70
279,20191104113440546_Lepton_190.jpg,0,55,72,88,105
280,20191111113704173_Lepton_120.jpg,1,121,77,138,115
281,20191028162424103_Lepton_050.jpg,0,123,67,145,109
282,20191028130816183_Lepton_060.jpg,1,57,51,103,101
282,20191028130816183_Lepton_060.jpg,0,78,62,108,97
283,20191106174249180_Lepton_130.jpg,0,65,29,88,83
284,20200715155316876_Lepton_480.jpg,1,75,25,103,120
285,20200715111015315_Lepton_590.jpg,0,73,64,98,90
286,20191111113602775_Lepton_080.jpg,1,57,39,93,120
287,20200715105727759_Lepton_270.jpg,0,55,59,82,99
287,20200715105727759_Lepton_270.jpg,1,69,50,106,108
288,20191104142811494_Lepton_180.jpg,0,42,52,71,89
289,20191112113517273_Lepton_160.jpg,1,55,14,109,68
290,20200715155144934_Lepton_315.jpg,1,81,63,133,120
291,20191112112523799_Lepton_030.jpg,0,73,69,99,99
292,20191106180709944_Lepton_280.jpg,0,46,66,99,120
292,20191106180709944_Lepton_280.jpg,1,28,36,73,100
293,20191028164241518_Lepton_080.jpg,1,66,37,107,118
294,20200715141026491_Lepton_640.jpg,0,59,39,75,75
295,20191028133146299_Lepton_530.jpg,0,114,28,141,56
296,20191106174426131_Lepton_170.jpg,0,77,21,100,70
297,20200715105116308_Lepton_345.jpg,1,71,5,110,110
298,20191112112523799_Lepton_130.jpg,0,77,66,115,107
299,20191106163626510_Lepton_000.jpg,1,91,50,143,117
300,20191106174430928_Lepton_240.jpg,0,89,23,115,87
301,20191112122653302_Lepton_140.jpg,1,0,23,45,118
302,20191112112510849_Lepton_190.jpg,0,103,34,123,66
303,20191111130423175_Lepton_130.jpg,0,88,41,108,83
304,20191028160920644_Lepton_330.jpg,1,75,25,122,87
304,20191028160920644_Lepton_330.jpg,0,76,38,105,80
305,20200715134841087_Lepton_300.jpg,1,73,36,120,93
306,20191111111614122_Lepton_000.jpg,0,50,30,79,59
307,20191106110055060_Lepton_440.jpg,1,30,39,75,84
307,20191106110055060_Lepton_440.jpg,0,74,43,96,84
308,20191104154419860_Lepton_060.jpg,1,40,9,75,119
309,20191111140341623_Lepton_210.jpg,1,82,11,134,74
309,20191111140341623_Lepton_210.jpg,0,90,34,129,66
310,20200715135344671_Lepton_575.jpg,1,100,22,149,81
310,20200715135344671_Lepton_575.jpg,0,151,74,160,107
311,20200715105358978_Lepton_125.jpg,0,45,78,74,110
311,20200715105358978_Lepton_125.jpg,1,67,48,105,104
312,20191106163320252_Lepton_350.jpg,1,38,15,75,120
313,20191028133153169_Lepton_120.jpg,0,70,55,92,120
314,20200715155607860_Lepton_185.jpg,1,70,63,102,120
315,20191111142221315_Lepton_130.jpg,1,82,67,105,120
316,20191104110932079_Lepton_140.jpg,0,47,56,78,90
317,20191112111826208_Lepton_050.jpg,0,72,55,101,90
318,20200715135021558_Lepton_565.jpg,1,40,2,67,77
319,20200715140757290_Lepton_270.jpg,0,119,35,143,78
320,20191111130538439_Lepton_060.jpg,0,64,61,85,90
321,20191106104019146_Lepton_380.jpg,0,72,27,126,102
322,20191028140634666_Lepton_877.jpg,1,48,19,119,68
322,20191028140634666_Lepton_877.jpg,0,20,72,57,120
323,20200715140406977_Lepton_300.jpg,0,38,42,53,82
324,20191104144834144_Lepton_030.jpg,1,125,74,142,115
325,20200715135548664_Lepton_340.jpg,1,88,40,130,109
325,20200715135548664_Lepton_340.jpg,0,72,38,85,75
326,20191112111446580_Lepton_200.jpg,0,121,36,152,70
326,20191112111446580_Lepton_200.jpg,1,92,22,159,97
327,20200715134846276_Lepton_425.jpg,1,75,2,128,90
328,20191106174934971_Lepton_050.jpg,0,58,49,90,87
329,20191028161103939_Lepton_230.jpg,1,69,25,124,95
329,20191028161103939_Lepton_230.jpg,0,50,48,99,95
330,20191028150930115_Lepton_280.jpg,1,100,27,157,118
331,20191111140940505_Lepton_080.jpg,0,85,85,149,120
332,20200715135344671_Lepton_545.jpg,1,89,40,143,101
332,20200715135344671_Lepton_545.jpg,0,151,76,160,108
333,20191104142509600_Lepton_060.jpg,0,22,38,64,64
334,20200715134846276_Lepton_365.jpg,1,87,21,130,88
335,20191104150603569_Lepton_040.jpg,0,96,42,130,91
336,20191111131149768_Lepton_020.jpg,1,23,37,67,81
337,20191106181259791_Lepton_170.jpg,1,52,2,83,82
338,20191028134440421_Lepton_780.jpg,0,5,4,67,115
339,20191111142232189_Lepton_120.jpg,1,67,5,114,107
340,20191111140332194_Lepton_270.jpg,1,88,8,118,81
340,20191111140332194_Lepton_270.jpg,0,110,23,128,57
341,20200715110441471_Lepton_450.jpg,0,107,109,128,120
342,20191104141818079_Lepton_310.jpg,1,34,25,78,86
342,20191104141818079_Lepton_310.jpg,0,20,41,69,95
343,20200715161442468_Lepton_635.jpg,0,53,44,71,86
344,20191106161953242_Lepton_450.jpg,0,35,47,66,109
344,20191106161953242_Lepton_450.jpg,1,1,2,35,103
345,20200715141820471_Lepton_540.jpg,0,70,46,82,90
346,20191112112510849_Lepton_310.jpg,0,129,54,159,78
347,20191028150528611_Lepton_100.jpg,1,95,20,129,120
348,20191104154547182_Lepton_200.jpg,1,71,67,113,120
349,20191104153055282_Lepton_390.jpg,0,83,44,101,70
350,20200715141026491_Lepton_265.jpg,0,39,69,77,82
351,20191111130418295_Lepton_020.jpg,0,47,37,62,80
352,20191028160921600_Lepton_290.jpg,1,47,9,112,105
353,20191112113535926_Lepton_200.jpg,1,87,27,160,92
354,20191106110055060_Lepton_430.jpg,1,30,39,75,84
354,20191106110055060_Lepton_430.jpg,0,74,43,96,84
355,20191106175235121_Lepton_450.jpg,0,31,55,66,85
356,20191112111133677_Lepton_190.jpg,0,75,57,95,95
357,20191111130526789_Lepton_040.jpg,0,55,51,78,77
358,20191104150756494_Lepton_330.jpg,0,17,52,39,101
359,20191112110944561_Lepton_170.jpg,0,84,43,100,61
359,20191112110944561_Lepton_170.jpg,1,41,16,103,80
360,20200715135557066_Lepton_235.jpg,1,100,21,142,82
360,20200715135557066_Lepton_235.jpg,0,74,37,90,87
361,20200715135035037_Lepton_340.jpg,1,57,38,112,95
362,20200715161657318_Lepton_325.jpg,0,63,39,83,61
363,20191028131401555_Lepton_280.jpg,1,26,23,107,110
363,20191028131401555_Lepton_280.jpg,0,61,42,136,113
364,20191106161705882_Lepton_190.jpg,0,44,29,78,101
364,20191106161705882_Lepton_190.jpg,1,29,31,82,98
365,20191028131541808_Lepton_500.jpg,0,67,57,104,98
366,20191106161948844_Lepton_120.jpg,1,39,32,91,87
367,20191106180700473_Lepton_490.jpg,1,142,44,160,89
367,20191106180700473_Lepton_490.jpg,0,82,49,109,79
368,20191106105308264_Lepton_130.jpg,0,53,76,116,118
369,20191107105809704_Lepton_090.jpg,0,43,57,75,91
370,20191104154540478_Lepton_150.jpg,1,73,32,108,108
371,20191104154540478_Lepton_310.jpg,1,73,33,109,108
372,20191028160556953_Lepton_250.jpg,1,28,58,82,120
372,20191028160556953_Lepton_250.jpg,0,72,81,106,120
373,20191104115456607_Lepton_040.jpg,1,116,23,157,100
